id,geller_sku,major_item,type,stone_shape,stone_size,Karats,setting_sku,soldering_sku_per_post_or_back,stuller_sku,qty_to_order_of_stuller_sku,part_cost_note,JLRC_labor_torch,JLRC_labor_laser,picklist_item_if_needed,picklist_quantity_if_needed,picklist_stuller_if_needed,note,dependent_part_skus,comparative_percentage_to_sku,created_at,updated_at,deleted_at
286,41207,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,4x3mm,18ktwg,70701,,"[""1872:312253:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
287,41208,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,4x3mm,Platinum,70701,,"[""1872:255040:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
288,41209,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,4x3mm,Silver,70701,,"[""1872:25497:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
289,41210,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,5x3mm,14ktyg,70702,,"[""1872:25505:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
290,41211,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,5x3mm,14ktwg,70702,,"[""1872:25499:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
291,41212,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,5x3mm,18ktyg,70702,,"[""1872:38573:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
292,41213,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,5x3mm,18ktwg,70702,,"[""1872:312254:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
293,41214,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,5x3mm,Platinum,70702,,"[""1872:3581:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
294,41215,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,5x3mm,Silver,70702,,"[""1872:25497:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
295,41216,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,6x4mm,14ktyg,70703,,"[""1872:25506:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
296,41217,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,6x4mm,14ktwg,70703,,"[""1872:1014:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
297,41218,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,6x4mm,18ktyg,70703,,"[""1872:25510:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
298,41219,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,6x4mm,18ktwg,70703,,"[""1872:312255:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
299,41220,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,6x4mm,Platinum,70703,,"[""1872:3582:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
300,41221,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,6x4mm,Silver,70703,,"[""1872:25512:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
301,41222,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,7x5mm,14ktyg,70704,,"[""1872:25507:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
302,41223,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,7x5mm,14ktwg,70704,,"[""1872:25501:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
303,41224,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,7x5mm,18ktyg,70704,,"[""1872:25511:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
304,41225,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,7x5mm,18ktwg,70704,,"[""1872:312256:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
305,41226,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,7x5mm,Platinum,70704,,"[""1872:3583:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
306,41227,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,7x5mm,Silver,70704,,"[""1872:10001:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
307,41228,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,8x6mm,14ktyg,70705,,"[""1872:25508:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
308,41229,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,8x6mm,14ktwg,70705,,"[""1872:25502:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
309,41230,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,8x6mm,18ktyg,70705,,"[""1872:38572:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
310,41231,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,8x6mm,18ktwg,70705,,"[""1872:312257:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
311,41232,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,8x6mm,Platinum,70705,,"[""1872:38575:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
312,41233,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,8x6mm,Silver,70705,,"[""1872:38589:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
313,41234,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,9x7mm,14ktyg,70706,,"[""1872:25509:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
314,41235,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,9x7mm,14ktwg,70706,,"[""1872:25503:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
315,41236,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,9x7mm,18ktyg,70706,,"[""1872:312273:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
316,41237,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,9x7mm,18ktwg,70706,,"[""1872:312258:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
317,41238,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,9x7mm,Platinum,70706,,"[""1872:25514:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
318,41239,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,9x7mm,Silver,70706,,"[""872:1005:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
319,41240,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,10x8mm,14ktyg,70707,,"[""1872:37661:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
320,41241,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,10x8mm,14ktwg,70707,,"[""1872:38571:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
321,41242,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,10x8mm,18ktyg,70707,,"[""1872:312279:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
322,41243,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,10x8mm,18ktwg,70707,,"[""1872:38574:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
323,41244,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,10x8mm,Platinum,70707,,"[""1872:37662:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
324,41245,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,10x8mm,Silver,70707,,"[""1872:37660:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
325,41246,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,11x9mm,14ktyg,70708,,"[""1872:38542:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
326,41247,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,11x9mm,14ktwg,70708,,"[""1872:38543:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
327,41248,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,11x9mm,18ktyg,70708,,"[""1872:312281:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
328,41249,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,11x9mm,18ktwg,70708,,"[""1872:312260:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
329,41250,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,11x9mm,Platinum,70708,,"[""1872:1009:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
330,41251,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,11x9mm,Silver,70708,,"[""1872:385420:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
331,41252,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,12x10mm,14ktyg,70709,,"[""1872:38540:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
332,41253,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,12x10mm,14ktwg,70709,,"[""1872:38541:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
333,41254,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,12x10mm,18ktyg,70709,,"[""1872:312282:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
334,41255,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,12x10mm,18ktwg,70709,,"[""1872:312263:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
335,41256,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,12x10mm,Platinum,70709,,"[""1872:255040:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
336,41257,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,12x10mm,Silver,70709,,"[""1872:38539:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
337,41258,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,14x10mm,14ktyg,70709,,"[""1872:107074:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
338,41259,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,14x10mm,14ktwg,70709,,"[""1872:107075:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
339,41260,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,14x10mm,18ktwg,70709,,"[""1872:107073:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
340,41261,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,14x10mm,Silver,70709,,"[""1872:107072:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
341,41262,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,14x12mm,14ktyg,70709,,"[""1872:107163:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
342,41263,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,14x12mm,14ktwg,70709,,"[""1872:107164:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
343,41264,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,14x12mm,18ktwg,70708,,"[""1872:107165:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
344,41265,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Emerald Cut,14x12mm,Silver,70708,,"[""1872:107162:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
345,41266,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,4x3mm,14ktyg,70602,,"[""1870:25528:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
346,41267,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,4x3mm,Platinum,70602,,"[""1870:306865:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
347,41268,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,4x3mm,Silver,70602,,"[""1870:25527:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
348,41269,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,5x3mm,14ktyg,70602,,"[""1870:25529:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
349,41270,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,5x3mm,14ktwg,70602,,"[""1870:25536:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
350,41271,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,5x3mm,18ktyg,70602,,"[""1870:47071:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
351,41272,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,5x3mm,18ktwg,70602,,"[""1870:306850:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
352,41273,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,5x3mm,Platinum,70602,,"[""1870:306849:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
353,41274,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,5x3mm,Silver,70602,,"[""1870:25525:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
354,41275,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,6x4mm,14ktyg,70602,,"[""1870:25530:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
355,41276,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,6x4mm,14ktwg,70602,,"[""1870:25537:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
356,41277,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,6x4mm,18ktyg,70602,,"[""1870:47056:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
357,41278,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,6x4mm,18ktwg,70602,,"[""1870:306868:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
358,41279,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,6x4mm,Platinum,70602,,"[""1870:306867:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
359,41280,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,6x4mm,Silver,70602,,"[""1870:47059:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
360,41281,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,7x5mm,14ktyg,70603,,"[""1870:25531:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
361,41282,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,7x5mm,14ktwg,70603,,"[""1870:25535:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
362,41283,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,7x5mm,18ktyg,70603,,"[""1870:47057:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
363,41284,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,7x5mm,18ktwg,70603,,"[""1870:306869:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
364,41285,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,7x5mm,Platinum,70603,,"[""1870:47053:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
365,41286,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,7x5mm,Silver,70603,,"[""1870:25526:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
366,41287,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,8x6mm,14ktyg,70604,,"[""1870:25532:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
367,41288,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,8x6mm,14ktwg,70604,,"[""1870:25538:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
368,41289,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,8x6mm,18ktyg,70604,,"[""1870:47055:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
369,41290,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,8x6mm,18ktwg,70604,,"[""1870:306871:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
370,41291,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,8x6mm,Platinum,70604,,"[""1870:106:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
371,41292,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,8x6mm,Silver,70604,,"[""1870:47068:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
372,41293,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,9x7mm,14ktyg,70605,,"[""1870:25533:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
373,41294,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,9x7mm,14ktwg,70605,,"[""1870:25539:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
374,41295,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,9x7mm,18ktyg,70605,,"[""1870:306856:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
375,41296,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,9x7mm,18ktwg,70605,,"[""1870:306855:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
376,41297,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,9x7mm,Platinum,70605,,"[""1870:306854:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
377,41298,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,9x7mm,Silver,70605,,"[""1870:25544:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
378,41299,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,10x8mm,14ktyg,70606,,"[""1870:25534:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
379,41300,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,10x8mm,14ktwg,70606,,"[""1870:25540:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
380,41301,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,10x8mm,18ktyg,70606,,"[""1870:306859:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
381,41302,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,10x8mm,18ktwg,70606,,"[""1870:306858:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
382,41303,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,10x8mm,Platinum,70606,,"[""1870:306857:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
383,41304,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,10x8mm,Silver,70606,,"[""1870:47064:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
384,41305,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,14ktyg,70607,,"[""1870:47051:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
385,41306,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,14ktwg,70607,,"[""1870:47050:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
386,41307,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,18ktyg,70607,,"[""1870:306861:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
387,41308,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,18ktwg,70607,,"[""1870:306860:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
388,41309,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,Platinum,70607,,"[""1870:47052:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
389,41310,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,11x9mm,Silver,70607,,"[""1870:25545:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
390,41311,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,14ktyg,70608,,"[""1870:47049:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
391,41312,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,14ktwg,70608,,"[""1870:47048:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
392,41313,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,18ktyg,70608,,"[""1870:306864:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
393,41314,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,18ktwg,70608,,"[""1870:306863:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
394,41315,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,Platinum,70608,,"[""1870:306862:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
395,41316,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Oval,12x10mm,Silver,70608,,"[""1870:470490:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
396,41317,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,14ktyg,70801,,"[""23280:100010:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
397,41318,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,14ktwg,70801,,"[""23280:100010:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
398,41319,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,18ktyg,70801,,"[""23280:306739:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
399,41320,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,18ktwg,70801,,"[""23280:306740:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
400,41321,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,Platinum,70801,,"[""23280:303889:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
401,41322,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.0mm,Silver,70801,,"[""23280:328560:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
402,41323,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,14ktyg,70801,,"[""23280:100023:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
403,41324,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,14ktwg,70801,,"[""23280:100022:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
404,41325,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,18ktyg,70801,,"[""23280:306743:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
405,41326,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,18ktwg,70801,,"[""23280:306744:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
406,41327,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,Platinum,70801,,"[""23280:306742:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
407,41328,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,3.5mm,Silver,70801,,"[""23280:328561:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
408,41329,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,14ktyg,70801,,"[""23280:100026:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
409,41330,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,14ktwg,70801,,"[""23280:100025:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
410,41331,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,18ktyg,70801,,"[""23280:306746:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
411,41332,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,18ktwg,70801,,"[""23280:306747:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
412,41333,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,Platinum,70801,,"[""23280:303888:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
413,41334,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.0mm,Silver,70801,,"[""23280:328562:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
414,41335,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,14ktyg,70801,,"[""23280:100017:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
415,41336,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,14ktwg,70801,,"[""23280:100016:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
416,41337,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,18ktyg,70801,,"[""23280:306749:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
417,41338,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,18ktwg,70801,,"[""23280:306750:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
418,41339,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,Platinum,70801,,"[""23280:303890:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
419,41340,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,4.5mm,Silver,70801,,"[""23280:328563:S""]",2,,,,,2,"[""1912:3077:S""]",0,0,0,,,
420,41341,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,14ktyg,70803,,"[""23280:100029:S""]",2,,,,,2,"[""1912:3073:S""]",0,0,0,,,
421,41342,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,14ktwg,70803,,"[""23280:100028:S""]",2,,,,,2,"[""1912:3072:S""]",0,0,0,,,
422,41343,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,18ktyg,70803,,"[""23280:306752:S""]",2,,,,,2,"[""1912:39109:S""]",0,0,0,,,
423,41344,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,18ktwg,70803,,"[""23280:306753:S""]",2,,,,,2,"[""1912:292742:S""]",0,0,0,,,
424,41345,Earring Mounting,"4 Prong Open Earrings Mtg, With post and back",Princess,5.0mm,Platinum,70803,,"[""23280:303884:S""]",2,,,,,2,"[""3513:27891:S""]",0,0,0,,,
